0.298912	0.094818
0.126359	0.180671
0.203653	0.242262
0.255460	0.455716
0.509573	0.308879
0.907296	0.553140
0.787477	0.924238
0.163135	0.427874
0.433210	0.354472
0.008906	0.815972
0.111559	0.995481
0.772958	0.580010
0.154606	0.515393
0.261109	0.252323
0.829529	0.380644
0.450724	0.842965
0.087791	0.594618
0.578216	0.425215
0.829775	0.942890
0.465336	0.456147
0.502064	0.723124
0.668060	0.222835
0.063895	0.949254
0.261070	0.638597
0.828438	0.300277
0.635433	0.107900
0.969931	0.058158
0.438175	0.536819
0.790482	0.121129
0.440808	0.299712
0.312011	0.778788
0.005461	0.749084
0.810398	0.901362
0.626882	0.333455
0.427235	0.969736
0.881187	0.463526
0.943063	0.822955
0.901090	0.682977
0.857654	0.891766
0.092017	0.965217
0.333613	0.439900
0.791904	0.664896
0.893060	0.400574
0.373288	0.031689
0.462725	0.724071
0.301179	0.462727
0.219398	0.772788
0.060512	0.705383
0.378940	0.041596
0.853470	0.487722
0.599319	0.732031
0.655074	0.730857
0.762282	0.589152
0.365638	0.243142
0.902903	0.969925
0.357663	0.112311
0.222537	0.670667
0.172933	0.780122
0.923030	0.963652
0.009326	0.958154
0.740194	0.084050
0.415240	0.700045
0.956685	0.164141
0.127733	0.472347
0.968099	0.971379
0.227915	0.319347
0.908032	0.734841
0.972316	0.893148
0.215096	0.759727
0.048565	0.817833
0.601557	0.956101
0.960032	0.050815
0.160521	0.484207
0.879494	0.814445
0.964370	0.618084
0.256564	0.025107
0.222926	0.675273
0.926275	0.320904
0.875704	0.394898
0.308271	0.508844
0.442273	0.913800
0.468257	0.277335
0.842566	0.998750
0.648171	0.250461
0.238815	0.057707
0.077293	0.914983
0.096487	0.484344
0.698122	0.850355
0.171271	0.437779
0.251480	0.255823
0.303839	0.587116
0.016577	0.408766
0.186830	0.967119
0.582729	0.868095
0.195690	0.810016
0.414782	0.177695
0.761245	0.762011
0.995888	0.780937
0.145267	0.322545
0.451727	0.126653
0.788039	0.526699
0.944450	0.589308
0.522899	0.071425
0.149346	0.849526
0.990676	0.415179
0.810086	0.627586
0.959059	0.238137
0.544836	0.408796
0.541716	0.268858
0.497746	0.624804
0.081216	0.742987
0.706523	0.880458
0.425857	0.061669
0.461461	0.137609
0.647447	0.047132
0.373996	0.082843
0.003366	0.960557
0.996127	0.555503
0.238956	0.911099
0.923037	0.854509
0.544370	0.074702
0.088439	0.896620
0.875827	0.434397
0.328155	0.644124
0.806988	0.731685
0.615603	0.231511
0.262505	0.724067
0.802620	0.116135
0.187297	0.680470
0.388987	0.563293
0.614815	0.776203
0.805717	0.280096
0.541297	0.123524
0.842015	0.845448
0.299506	0.160620
0.070092	0.574976
0.091428	0.680595
0.678126	0.613987
0.876561	0.378281
0.902270	0.036925
0.112757	0.412206
0.593993	0.032376
0.567434	0.307398
0.887147	0.533285
0.587894	0.945622
0.764171	0.438273
0.476880	0.647924
0.200199	0.088651
0.311237	0.778383
0.257324	0.130759
0.219023	0.678973
0.613948	0.688315
0.321958	0.900856
0.451770	0.513713
0.948808	0.979277
0.661543	0.944813
0.541507	0.307283
0.315093	0.558941
0.605036	0.439617
0.883771	0.426696
0.273424	0.007982
0.970569	0.824313
0.615560	0.830542
0.810289	0.931851
0.386068	0.554852
0.098628	0.965315
0.985127	0.789084
0.454121	0.496567
0.435367	0.293311
0.527791	0.053445
0.991887	0.424050
0.927367	0.724271
0.289943	0.222053
0.995675	0.772126
0.249661	0.067445
0.696917	0.303016
0.221331	0.734937
0.679261	0.481413
0.942656	0.679638
0.893420	0.190553
0.296646	0.104520
0.304580	0.971778
0.962856	0.760386
0.521048	0.780780
0.553487	0.003509
0.501547	0.598923
0.265748	0.203294
0.273809	0.623628
0.146064	0.720328
0.422675	0.353348
0.807231	0.506063
0.378401	0.878155
0.368252	0.859000
0.504199	0.208007
0.612818	0.285324
0.147155	0.086529
0.241697	0.736555
0.837999	0.861721
0.270148	0.660973
0.230354	0.622762
0.887211	0.040894
0.985226	0.827088
0.761662	0.691363
0.770274	0.994595
0.770191	0.351601
0.613922	0.336923
0.970065	0.900140
0.567620	0.781274
0.909687	0.243600
0.579482	0.481716
0.771591	0.379083
0.708980	0.402993
0.111075	0.107121
0.119056	0.032520
0.532973	0.671903
0.126728	0.611858
0.597740	0.147094
0.404083	0.755136
0.016756	0.146948
0.995828	0.733545
0.464130	0.629801
0.846221	0.842305
0.324701	0.491291
0.638055	0.071897
0.945797	0.432742
0.370862	0.907100
0.118287	0.039261
0.685002	0.385003
0.764476	0.068545
0.383757	0.235325
0.739607	0.227170
0.457945	0.818878
0.915391	0.722606
0.429228	0.571986
0.689690	0.874933
0.888574	0.930969
0.810711	0.146798
0.747640	0.814592
0.877871	0.924817
0.509160	0.655093
0.009553	0.572784
0.473198	0.962306
0.901709	0.797604
0.056994	0.402029
0.696042	0.029661
0.235814	0.887507
0.129781	0.051374
0.580586	0.946465
0.834625	0.974773
0.753523	0.437370
0.946616	0.426633
0.350095	0.448196
0.813974	0.917694
0.357682	0.462247
0.898327	0.047044
0.783869	0.454218
0.376518	0.446921
0.418691	0.756619
0.927948	0.491456
0.832734	0.731945
0.330681	0.587314
0.666816	0.023499
0.395956	0.992638
